model,iteration,position,hypothesis_name,prev_best_name,rationale,oracle_prediction,prev_best_score,avg_param_distance,prior_result_words,has_numeric_score,has_feedback_reference,score_improvement_vs_prior_best,exploitation_score,n_params_changed,n_constructive_changes,n_destructive_changes,param_change_details,Mg_glutamate_mM_distance,K_glutamate_mM_distance,DTT_mM_distance,NTP_multiplier_distance,PEG_8000_percent_distance,temperature_C_distance,plasmid_concentration_nM_distance,curr_Mg_glutamate_mM,curr_K_glutamate_mM,curr_DTT_mM,curr_NTP_multiplier,curr_PEG_8000_percent,curr_temperature_C,curr_plasmid_concentration_nM,curr_energy_source,curr_extract_type,curr_chaperones,curr_reaction_mode,prev_Mg_glutamate_mM,prev_K_glutamate_mM,prev_DTT_mM,prev_NTP_multiplier,prev_PEG_8000_percent,prev_temperature_C,prev_plasmid_concentration_nM,prev_energy_source,prev_extract_type,prev_chaperones,prev_reaction_mode
gpt-5-mini,21,0,KC6 Low Temp 3-PGA,KC6 Semi-continuous High-template,"Lowering temperature to improve folding while using semi-continuous 3-PGA exchange, high NTPs to sustain translation, and GroES/EL to assist refolding should reduce aggregation and maintain throughput, avoiding previously low-performing wild-type, microfluidic, and sugar-supplemented conditions.",0.3477066116091724,0.3466322823066933,2.642857142857143,"['previous', 'avoid']",False,True,0.0010743293024790823,0.6,5,3,2,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 5.0, 'delta': -1.0, 'constructive': False}, 'K_glutamate_mM': {'prev': 80.0, 'curr': 75.0, 'delta': -5.0, 'constructive': True}, 'DTT_mM': {'prev': 1.0, 'curr': 0.5, 'delta': -0.5, 'constructive': False}, 'NTP_multiplier': {'prev': 3.0, 'curr': 3.0, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 30.0, 'curr': 25.0, 'delta': -5.0, 'constructive': True}, 'plasmid_concentration_nM': {'prev': 8.0, 'curr': 6.0, 'delta': -2.0, 'constructive': True}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",1.0,5.0,0.5,0.0,3.0,5.0,4.0,5.0,75.0,0.5,3.0,2.0,25.0,6.0,3-PGA,KC6,GroES/EL,semi-continuous,6.0,80.0,1.0,3.0,2.0,30.0,8.0,3-PGA,KC6,GroES/EL,semi-continuous
gpt-5-mini,22,0,KC6 Semi-continuous Balanced,KC6 Low Temp 3-PGA,"Use KC6 in a semi-continuous 3-PGA system (avoiding low-performing wild-type, microfluidic, DnaK-only and sugar-supplemented combos) with moderate salts, elevated NTPs, moderate crowding and GroES/EL to sustain translation, improve folding, and minimize resource competition at low template to boost net productivity.",0.3420317160774732,0.3477066116091724,2.0142857142857142,['avoid'],False,True,-0.005674895531699198,0.5,2,1,1,"{'Mg_glutamate_mM': {'prev': 5.0, 'curr': 5.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 75.0, 'curr': 75.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 0.5, 'curr': 0.5, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 3.0, 'curr': 2.4, 'delta': -0.6000000000000001, 'constructive': True}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 25.0, 'curr': 30.0, 'delta': 5.0, 'constructive': False}, 'plasmid_concentration_nM': {'prev': 6.0, 'curr': 6.0, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",1.0,5.0,0.5,0.6000000000000001,3.0,0.0,4.0,5.0,75.0,0.5,2.4,2.0,30.0,6.0,3-PGA,KC6,GroES/EL,semi-continuous,5.0,75.0,0.5,3.0,2.0,25.0,6.0,3-PGA,KC6,GroES/EL,semi-continuous
gpt-5-mini,23,0,KC6 Low-Mg High-NTP,KC6 Semi-continuous Balanced,"Lowering Mg2+ can reduce nonspecific RNA/protein aggregation while maximizing NTP supply and providing combined chaperones in a semi-continuous 3-PGA KC6 system with low crowding and low template should boost sustained, productive translation compared to previously low-performing wild-type, microfluidic, and high-crowding conditions.",0.35533118158780286,0.3420317160774732,3.142857142857143,['previous'],False,True,0.013299465510329678,0.7142857142857143,7,5,2,"{'Mg_glutamate_mM': {'prev': 5.0, 'curr': 4.0, 'delta': -1.0, 'constructive': False}, 'K_glutamate_mM': {'prev': 75.0, 'curr': 70.0, 'delta': -5.0, 'constructive': True}, 'DTT_mM': {'prev': 0.5, 'curr': 1.0, 'delta': 0.5, 'constructive': True}, 'NTP_multiplier': {'prev': 2.4, 'curr': 3.0, 'delta': 0.6000000000000001, 'constructive': False}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 1.0, 'delta': -1.0, 'constructive': True}, 'temperature_C': {'prev': 30.0, 'curr': 30.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 6.0, 'curr': 5.0, 'delta': -1.0, 'constructive': True}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'combined', 'prev_is_opt': False, 'curr_is_opt': True, 'string_changed': True, 'constructive': True}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",2.0,10.0,1.0,0.0,4.0,0.0,5.0,4.0,70.0,1.0,3.0,1.0,30.0,5.0,3-PGA,KC6,combined,semi-continuous,5.0,75.0,0.5,2.4,2.0,30.0,6.0,3-PGA,KC6,GroES/EL,semi-continuous
gpt-5-mini,24,0,KC6 37C High-NTP,KC6 Low-Mg High-NTP,"Maximizing NTP supply and operating at 37°C in a KC6 semi-continuous 3-PGA system with GroES/EL and moderate crowding should boost translation rates while exchange removes inhibitors and chaperones limit misfolding, avoiding previously low-performing wild-type, microfluidic, DnaK-only, and sugar-supplemented conditions.",0.3275173957937391,0.35533118158780286,2.142857142857143,"['previous', 'avoid']",False,True,-0.02781378579406374,0.16666666666666666,6,1,5,"{'Mg_glutamate_mM': {'prev': 4.0, 'curr': 6.0, 'delta': 2.0, 'constructive': True}, 'K_glutamate_mM': {'prev': 70.0, 'curr': 80.0, 'delta': 10.0, 'constructive': False}, 'DTT_mM': {'prev': 1.0, 'curr': 1.0, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 3.0, 'curr': 3.0, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 1.0, 'curr': 2.0, 'delta': 1.0, 'constructive': False}, 'temperature_C': {'prev': 30.0, 'curr': 37.0, 'delta': 7.0, 'constructive': False}, 'plasmid_concentration_nM': {'prev': 5.0, 'curr': 6.0, 'delta': 1.0, 'constructive': False}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'combined', 'curr': 'GroES/EL', 'prev_is_opt': True, 'curr_is_opt': False, 'string_changed': True, 'constructive': False}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",0.0,0.0,1.0,0.0,3.0,7.0,4.0,6.0,80.0,1.0,3.0,2.0,37.0,6.0,3-PGA,KC6,GroES/EL,semi-continuous,4.0,70.0,1.0,3.0,1.0,30.0,5.0,3-PGA,KC6,combined,semi-continuous
gpt-5-mini,25,0,KC6 Semi-continuous Max-NTP,KC6 37C High-NTP,"Avoids previously low-performing wild-type, microfluidic and sugar-supplemented conditions by using KC6 in a semi-continuous 3-PGA system with maximal NTPs, high K+, moderate crowding and GroES/EL to sustain translation throughput and productive folding.",0.3295788174078819,0.3275173957937391,1.0714285714285714,"['previous', 'avoid']",False,True,0.0020614216141428,0.25,4,1,3,"{'Mg_glutamate_mM': {'prev': 6.0, 'curr': 5.0, 'delta': -1.0, 'constructive': False}, 'K_glutamate_mM': {'prev': 80.0, 'curr': 80.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 1.0, 'curr': 0.5, 'delta': -0.5, 'constructive': False}, 'NTP_multiplier': {'prev': 3.0, 'curr': 3.0, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 2.0, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 37.0, 'curr': 30.0, 'delta': -7.0, 'constructive': True}, 'plasmid_concentration_nM': {'prev': 6.0, 'curr': 7.0, 'delta': 1.0, 'constructive': False}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",1.0,0.0,0.5,0.0,3.0,0.0,3.0,5.0,80.0,0.5,3.0,2.0,30.0,7.0,3-PGA,KC6,GroES/EL,semi-continuous,6.0,80.0,1.0,3.0,2.0,37.0,6.0,3-PGA,KC6,GroES/EL,semi-continuous
gpt-5-mini,26,0,KC6 Low-Mg High-NTP,KC6 Semi-continuous Max-NTP,"Lowering Mg2+ to reduce nonspecific aggregation while maximizing NTPs and using semi-continuous 3-PGA with KC6 and GroES/EL at moderate K+ and low crowding should sustain translation throughput and improve folding, potentially increasing net productivity.",0.32051972968049924,0.3295788174078819,2.2142857142857144,[],False,False,-0.009059087727382675,0.8,5,4,1,"{'Mg_glutamate_mM': {'prev': 5.0, 'curr': 4.0, 'delta': -1.0, 'constructive': False}, 'K_glutamate_mM': {'prev': 80.0, 'curr': 75.0, 'delta': -5.0, 'constructive': True}, 'DTT_mM': {'prev': 0.5, 'curr': 1.0, 'delta': 0.5, 'constructive': True}, 'NTP_multiplier': {'prev': 3.0, 'curr': 3.0, 'delta': 0.0, 'constructive': None}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 1.5, 'delta': -0.5, 'constructive': True}, 'temperature_C': {'prev': 30.0, 'curr': 30.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 7.0, 'curr': 6.0, 'delta': -1.0, 'constructive': True}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",2.0,5.0,1.0,0.0,3.5,0.0,4.0,4.0,75.0,1.0,3.0,1.5,30.0,6.0,3-PGA,KC6,GroES/EL,semi-continuous,5.0,80.0,0.5,3.0,2.0,30.0,7.0,3-PGA,KC6,GroES/EL,semi-continuous
gpt-5-mini,27,0,KC6 Semi-continuous Fine-tuned,KC6 Low-Mg High-NTP,"Carefully increasing K+ and moderately elevating NTPs with low crowding in a KC6 semi-continuous 3-PGA system plus GroES/EL should maximize ribosome throughput and folding while avoiding previously low-performing wild-type, microfluidic, and sugar-supplemented conditions.",0.34701979253075416,0.32051972968049924,1.6857142857142857,"['previous', 'avoid']",False,True,0.026500062850254913,0.5,4,2,2,"{'Mg_glutamate_mM': {'prev': 4.0, 'curr': 5.0, 'delta': 1.0, 'constructive': True}, 'K_glutamate_mM': {'prev': 75.0, 'curr': 78.0, 'delta': 3.0, 'constructive': False}, 'DTT_mM': {'prev': 1.0, 'curr': 0.5, 'delta': -0.5, 'constructive': False}, 'NTP_multiplier': {'prev': 3.0, 'curr': 2.2, 'delta': -0.7999999999999998, 'constructive': True}, 'PEG_8000_percent': {'prev': 1.5, 'curr': 1.5, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 30.0, 'curr': 30.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 6.0, 'curr': 6.0, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",1.0,2.0,0.5,0.7999999999999998,3.5,0.0,4.0,5.0,78.0,0.5,2.2,1.5,30.0,6.0,3-PGA,KC6,GroES/EL,semi-continuous,4.0,75.0,1.0,3.0,1.5,30.0,6.0,3-PGA,KC6,GroES/EL,semi-continuous
gpt-5-mini,28,0,KC6 Semi-continuous FineBoost,KC6 Semi-continuous Fine-tuned,"A KC6 semi-continuous 3-PGA system with slightly elevated K+, moderate NTPs, minimal crowding and GroES/EL should sustain high translation throughput while minimizing aggregation and inhibitory effects observed with sugars, microfluidics, wild-type extracts, or excessive crowding.",0.34712044170180967,0.34701979253075416,1.7714285714285716,[],False,False,0.0001006491710555113,0.5,2,1,1,"{'Mg_glutamate_mM': {'prev': 5.0, 'curr': 5.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 78.0, 'curr': 78.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 0.5, 'curr': 0.5, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 2.2, 'curr': 2.6, 'delta': 0.3999999999999999, 'constructive': False}, 'PEG_8000_percent': {'prev': 1.5, 'curr': 0.5, 'delta': -1.0, 'constructive': True}, 'temperature_C': {'prev': 30.0, 'curr': 30.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 6.0, 'curr': 6.0, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",1.0,2.0,0.5,0.3999999999999999,4.5,0.0,4.0,5.0,78.0,0.5,2.6,0.5,30.0,6.0,3-PGA,KC6,GroES/EL,semi-continuous,5.0,78.0,0.5,2.2,1.5,30.0,6.0,3-PGA,KC6,GroES/EL,semi-continuous
gpt-5-mini,29,0,KC6 Semi-continuous Boost,KC6 Semi-continuous FineBoost,"Avoids wild-type, microfluidic, sugar-supplemented and DnaK-only conditions that underperformed by using KC6 in a semi-continuous 3-PGA system with GroES/EL, moderate salts/NTPs and low crowding to sustain translation, reduce aggregation and resource competition, and thus improve net productive output.",0.3501345160287938,0.34712044170180967,1.7142857142857142,"['avoid', 'underperformed']",False,True,0.0030140743269841397,0.5,2,1,1,"{'Mg_glutamate_mM': {'prev': 5.0, 'curr': 5.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 78.0, 'curr': 78.0, 'delta': 0.0, 'constructive': None}, 'DTT_mM': {'prev': 0.5, 'curr': 0.5, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 2.6, 'curr': 2.0, 'delta': -0.6000000000000001, 'constructive': True}, 'PEG_8000_percent': {'prev': 0.5, 'curr': 1.5, 'delta': 1.0, 'constructive': False}, 'temperature_C': {'prev': 30.0, 'curr': 30.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 6.0, 'curr': 6.0, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",1.0,2.0,0.5,1.0,3.5,0.0,4.0,5.0,78.0,0.5,2.0,1.5,30.0,6.0,3-PGA,KC6,GroES/EL,semi-continuous,5.0,78.0,0.5,2.6,0.5,30.0,6.0,3-PGA,KC6,GroES/EL,semi-continuous
gpt-5-mini,30,0,KC6 Semi-continuous Stabilized,KC6 Semi-continuous Boost,"A KC6 semi-continuous 3-PGA system with high K+, moderate Mg2+, elevated but not maximal NTPs, mild crowding and GroES/EL should sustain translation while minimizing aggregation and avoiding previously low-performing wild-type, microfluidic, DnaK-only and sugar-supplemented conditions, potentially increasing net productivity.",0.34304393894716384,0.3501345160287938,1.3714285714285714,"['previous', 'avoid']",False,True,-0.007090577081629967,0.0,2,0,2,"{'Mg_glutamate_mM': {'prev': 5.0, 'curr': 5.0, 'delta': 0.0, 'constructive': None}, 'K_glutamate_mM': {'prev': 78.0, 'curr': 80.0, 'delta': 2.0, 'constructive': False}, 'DTT_mM': {'prev': 0.5, 'curr': 0.5, 'delta': 0.0, 'constructive': None}, 'NTP_multiplier': {'prev': 2.0, 'curr': 2.4, 'delta': 0.3999999999999999, 'constructive': False}, 'PEG_8000_percent': {'prev': 1.5, 'curr': 1.5, 'delta': 0.0, 'constructive': None}, 'temperature_C': {'prev': 30.0, 'curr': 30.0, 'delta': 0.0, 'constructive': None}, 'plasmid_concentration_nM': {'prev': 6.0, 'curr': 6.0, 'delta': 0.0, 'constructive': None}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'KC6', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'GroES/EL', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'semi-continuous', 'prev_is_opt': True, 'curr_is_opt': True, 'string_changed': False, 'constructive': None}}",1.0,0.0,0.5,0.6000000000000001,3.5,0.0,4.0,5.0,80.0,0.5,2.4,1.5,30.0,6.0,3-PGA,KC6,GroES/EL,semi-continuous,5.0,78.0,0.5,2.0,1.5,30.0,6.0,3-PGA,KC6,GroES/EL,semi-continuous
grok-4.1-fast,1,0,KC6 Chaperone Energy Boost,,"KC6 extract with GroEL/ES chaperones, maltodextrin energy, and optimal salts/PEG should improve protein folding, stability, and sustained energy for higher productivity.",0.34580449303268335,,2.642857142857143,[],False,False,,,0,0,0,{},1.0,10.0,1.5,1.0,2.0,0.0,3.0,5.0,70.0,1.5,2.0,3.0,30.0,7.0,3-PGA + maltodextrin,KC6,GroES/EL,semi-continuous,,,,,,,,,,,
grok-4.1-fast,2,0,Wildtype Combined Microfluidic,KC6 Chaperone Energy Boost,"Switching from underperforming KC6/GroES-EL/maltodextrin/semi-continuous (0.346 mg/mL/hr) to wild-type extract with combined chaperones, maltose energy, higher temperature, and microfluidic mode should enhance folding capacity, metabolic flux, and sustained feeding for superior productivity.",0.1734867445121406,0.34580449303268335,2.857142857142857,[],True,True,-0.17231774852054274,0.3,10,3,7,"{'Mg_glutamate_mM': {'prev': 5.0, 'curr': 4.5, 'delta': -0.5, 'constructive': False}, 'K_glutamate_mM': {'prev': 70.0, 'curr': 75.0, 'delta': 5.0, 'constructive': False}, 'DTT_mM': {'prev': 1.5, 'curr': 2.0, 'delta': 0.5, 'constructive': True}, 'NTP_multiplier': {'prev': 2.0, 'curr': 2.5, 'delta': 0.5, 'constructive': False}, 'PEG_8000_percent': {'prev': 3.0, 'curr': 2.0, 'delta': -1.0, 'constructive': True}, 'temperature_C': {'prev': 30.0, 'curr': 37.0, 'delta': 7.0, 'constructive': False}, 'plasmid_concentration_nM': {'prev': 7.0, 'curr': 9.0, 'delta': 2.0, 'constructive': False}, 'energy_source': {'prev': '3-PGA + maltodextrin', 'curr': '3-PGA + maltose', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': True, 'constructive': None}, 'extract_type': {'prev': 'KC6', 'curr': 'wild-type', 'prev_is_opt': True, 'curr_is_opt': False, 'string_changed': True, 'constructive': False}, 'chaperones': {'prev': 'GroES/EL', 'curr': 'combined', 'prev_is_opt': False, 'curr_is_opt': True, 'string_changed': True, 'constructive': True}, 'reaction_mode': {'prev': 'semi-continuous', 'curr': 'microfluidic', 'prev_is_opt': True, 'curr_is_opt': False, 'string_changed': True, 'constructive': False}}",1.5,5.0,2.0,0.5,3.0,7.0,1.0,4.5,75.0,2.0,2.5,2.0,37.0,9.0,3-PGA + maltose,wild-type,combined,microfluidic,5.0,70.0,1.5,2.0,3.0,30.0,7.0,3-PGA + maltodextrin,KC6,GroES/EL,semi-continuous
grok-4.1-fast,3,0,KC6 DnaK Batch 3PGA,Wildtype Combined Microfluidic,"Shifting from low KC6/GroES-EL/maltodextrin/semi-continuous (0.346) and wild-type/combined/maltose/microfluidic (0.173) to KC6 with DnaK/DnaJ/GrpE chaperones, plain 3-PGA energy, batch mode at 25C optimizes for better stress response, simpler energy, and thermal stability to achieve higher productivity.",0.20017360476475843,0.1734867445121406,4.5,[],False,False,0.026686860252617822,0.8,10,8,2,"{'Mg_glutamate_mM': {'prev': 4.5, 'curr': 5.0, 'delta': 0.5, 'constructive': True}, 'K_glutamate_mM': {'prev': 75.0, 'curr': 65.0, 'delta': -10.0, 'constructive': True}, 'DTT_mM': {'prev': 2.0, 'curr': 1.0, 'delta': -1.0, 'constructive': False}, 'NTP_multiplier': {'prev': 2.5, 'curr': 1.5, 'delta': -1.0, 'constructive': True}, 'PEG_8000_percent': {'prev': 2.0, 'curr': 1.0, 'delta': -1.0, 'constructive': True}, 'temperature_C': {'prev': 37.0, 'curr': 25.0, 'delta': -12.0, 'constructive': True}, 'plasmid_concentration_nM': {'prev': 9.0, 'curr': 6.0, 'delta': -3.0, 'constructive': True}, 'energy_source': {'prev': '3-PGA + maltose', 'curr': '3-PGA', 'prev_is_opt': False, 'curr_is_opt': True, 'string_changed': True, 'constructive': True}, 'extract_type': {'prev': 'wild-type', 'curr': 'KC6', 'prev_is_opt': False, 'curr_is_opt': True, 'string_changed': True, 'constructive': True}, 'chaperones': {'prev': 'combined', 'curr': 'DnaK/DnaJ/GrpE', 'prev_is_opt': True, 'curr_is_opt': False, 'string_changed': True, 'constructive': False}, 'reaction_mode': {'prev': 'microfluidic', 'curr': 'batch', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': True, 'constructive': None}}",1.0,15.0,1.0,1.5,4.0,5.0,4.0,5.0,65.0,1.0,1.5,1.0,25.0,6.0,3-PGA,KC6,DnaK/DnaJ/GrpE,batch,4.5,75.0,2.0,2.5,2.0,37.0,9.0,3-PGA + maltose,wild-type,combined,microfluidic
grok-4.1-fast,4,0,Wildtype DnaK Semi Maltose,KC6 DnaK Batch 3PGA,"Using untried wild-type with DnaK/DnaJ/GrpE chaperones, maltose energy in semi-continuous mode at 30C with higher PEG and tuned salts avoids low-output prior combos (KC6 GroES/EL 0.346, wild-type combined 0.173, KC6 DnaK 0.200) to boost stress response, crowding, and sustained production.",0.2957130335944812,0.20017360476475843,1.8285714285714287,"['prior', 'avoid']",False,True,0.09553942882972277,0.2,10,2,8,"{'Mg_glutamate_mM': {'prev': 5.0, 'curr': 5.5, 'delta': 0.5, 'constructive': True}, 'K_glutamate_mM': {'prev': 65.0, 'curr': 72.0, 'delta': 7.0, 'constructive': False}, 'DTT_mM': {'prev': 1.0, 'curr': 0.5, 'delta': -0.5, 'constructive': False}, 'NTP_multiplier': {'prev': 1.5, 'curr': 2.2, 'delta': 0.7000000000000002, 'constructive': False}, 'PEG_8000_percent': {'prev': 1.0, 'curr': 4.0, 'delta': 3.0, 'constructive': False}, 'temperature_C': {'prev': 25.0, 'curr': 30.0, 'delta': 5.0, 'constructive': False}, 'plasmid_concentration_nM': {'prev': 6.0, 'curr': 8.0, 'delta': 2.0, 'constructive': False}, 'energy_source': {'prev': '3-PGA', 'curr': '3-PGA + maltose', 'prev_is_opt': True, 'curr_is_opt': False, 'string_changed': True, 'constructive': False}, 'extract_type': {'prev': 'KC6', 'curr': 'wild-type', 'prev_is_opt': True, 'curr_is_opt': False, 'string_changed': True, 'constructive': False}, 'chaperones': {'prev': 'DnaK/DnaJ/GrpE', 'curr': 'DnaK/DnaJ/GrpE', 'prev_is_opt': False, 'curr_is_opt': False, 'string_changed': False, 'constructive': None}, 'reaction_mode': {'prev': 'batch', 'curr': 'semi-continuous', 'prev_is_opt': False, 'curr_is_opt': True, 'string_changed': True, 'constructive': True}}",0.5,8.0,0.5,0.7999999999999998,1.0,0.0,2.0,5.5,72.0,0.5,2.2,4.0,30.0,8.0,3-PGA + maltose,wild-type,DnaK/DnaJ/GrpE,semi-continuous,5.0,65.0,1.0,1.5,1.0,25.0,6.0,3-PGA,KC6,DnaK/DnaJ/GrpE,batch
